Cycle Index,Chg. Cap.(Ah),DChg. Cap.(Ah),Chg.-DChg. Eff(%),Chg. Energy(Wh),DChg. Energy(Wh),Chg. Time,DChg. Time
,Step Index,Step Number,Step Type,Step Time,Capacity(Ah),Energy(Wh),Oneset Volt.(V),End Voltage(V),V1 Oneset Volt.(V),V1 End Voltage(V),T1 Oneset T(?),T1 End T(?),CPU1 Oneset T(?),CPU1 End T(?)
,,DataPoint,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(?),CPU(?),Aux. Vmax(V),Aux. Vmin(V),Aux.Ave.Volt.(V),Aux. ?V(V),Aux. Tmax(?),Aux. Tmin(?),Aux.Ave.T(?),Aux. ?T(?)
,,4472,00:00:00,13:40:38,-0.50000,4.4077,0.000000000,0.00000,2026-03-07 02:18:00,-2.20384,0.0000,26.83,25.73,0.0000,0.0000,0.0000,0.0000,26.83,25.73,26.28,1.10
,,4473,00:00:30,13:41:08,-0.47417,4.3646,0.003952884,0.01730,2026-03-07 02:18:30,-2.06959,0.0000,26.83,25.73,0.0000,0.0000,0.0000,0.0000,26.83,25.73,26.28,1.10
,,4474,00:01:00,13:41:38,-0.47418,4.3552,0.007904337,0.03452,2026-03-07 02:19:00,-2.06514,0.0000,26.83,25.73,0.0000,0.0000,0.0000,0.0000,26.83,25.73,26.28,1.10
,,4475,00:01:30,13:42:08,-0.47417,4.3476,0.011855791,0.05172,2026-03-07 02:19:30,-2.06154,0.0000,26.83,25.36,0.0000,0.0000,0.0000,0.0000,26.83,25.36,26.09,1.47
,,4476,00:02:00,13:42:38,-0.47417,4.3397,0.015807251,0.06888,2026-03-07 02:20:00,-2.05776,0.0000,26.83,25.36,0.0000,0.0000,0.0000,0.0000,26.83,25.36,26.09,1.47
,,4477,00:02:30,13:43:08,-0.47417,4.3303,0.019758707,0.08601,2026-03-07 02:20:30,-2.05332,0.0000,26.83,25.54,0.0000,0.0000,0.0000,0.0000,26.83,25.54,26.18,1.29
,,4478,00:03:00,13:43:38,-0.47418,4.3181,0.023710156,0.10310,2026-03-07 02:21:00,-2.04752,0.0000,26.83,25.73,0.0000,0.0000,0.0000,0.0000,26.83,25.73,26.28,1.10
,,4479,00:03:20,13:43:58,-0.47417,4.3077,0.026397141,0.11469,2026-03-07 02:21:21,-2.04258,0.0000,26.83,25.54,0.0000,0.0000,0.0000,0.0000,26.83,25.54,26.18,1.29
,,4480,00:03:30,13:44:08,-0.47418,4.3022,0.027661610,0.12013,2026-03-07 02:21:30,-2.04004,0.0000,26.83,25.54,0.0000,0.0000,0.0000,0.0000,26.83,25.54,26.18,1.29
,,4481,00:04:00,13:44:38,-0.47417,4.2839,0.031613059,0.13709,2026-03-07 02:22:00,-2.03131,0.0000,26.83,25.73,0.0000,0.0000,0.0000,0.0000,26.83,25.73,26.28,1.10
,,4482,00:04:30,13:45:08,-0.47417,4.2657,0.035564497,0.15399,2026-03-07 02:22:30,-2.02269,0.0000,26.71,25.54,0.0000,0.0000,0.0000,0.0000,26.71,25.54,26.12,1.17
,,4483,00:05:00,13:45:38,-0.47417,4.2486,0.039515939,0.17081,2026-03-07 02:23:00,-2.01455,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4484,00:05:30,13:46:08,-0.47417,4.2328,0.043467365,0.18756,2026-03-07 02:23:30,-2.00707,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4485,00:06:00,13:46:38,-0.47417,4.2192,0.047418781,0.20426,2026-03-07 02:24:00,-2.00062,0.0000,26.71,25.54,0.0000,0.0000,0.0000,0.0000,26.71,25.54,26.12,1.17
,,4486,00:06:30,13:47:08,-0.47417,4.2087,0.051370211,0.22091,2026-03-07 02:24:30,-1.99563,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4487,00:06:32,13:47:10,-0.47417,4.2077,0.051739011,0.22246,2026-03-07 02:24:33,-1.99514,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4488,00:07:00,13:47:38,-0.47417,4.2001,0.055321634,0.23752,2026-03-07 02:25:00,-1.99154,0.0000,26.71,25.54,0.0000,0.0000,0.0000,0.0000,26.71,25.54,26.12,1.17
,,4489,00:07:30,13:48:08,-0.47417,4.1931,0.059273060,0.25411,2026-03-07 02:25:30,-1.98822,0.0000,26.71,25.17,0.0000,0.0000,0.0000,0.0000,26.71,25.17,25.94,1.54
,,4490,00:08:00,13:48:38,-0.47417,4.1869,0.063224502,0.27066,2026-03-07 02:26:00,-1.98531,0.0000,26.90,25.54,0.0000,0.0000,0.0000,0.0000,26.90,25.54,26.22,1.36
,,4491,00:08:30,13:49:08,-0.47417,4.1814,0.067175932,0.28720,2026-03-07 02:26:30,-1.98269,0.0000,26.71,25.54,0.0000,0.0000,0.0000,0.0000,26.71,25.54,26.12,1.17
,,4492,00:09:00,13:49:38,-0.47417,4.1764,0.071127370,0.30371,2026-03-07 02:27:00,-1.98031,0.0000,26.90,25.54,0.0000,0.0000,0.0000,0.0000,26.90,25.54,26.22,1.36
,,4493,00:09:30,13:50:08,-0.47417,4.1715,0.075078815,0.32020,2026-03-07 02:27:30,-1.97800,0.0000,26.90,25.54,0.0000,0.0000,0.0000,0.0000,26.90,25.54,26.22,1.36
,,4494,00:10:00,13:50:38,-0.47417,4.1668,0.079030268,0.33667,2026-03-07 02:28:00,-1.97581,0.0000,26.71,25.73,0.0000,0.0000,0.0000,0.0000,26.71,25.73,26.22,0.98
,,4495,00:10:30,13:51:08,-0.47417,4.1624,0.082981698,0.35313,2026-03-07 02:28:30,-1.97367,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,4496,00:11:00,13:51:38,-0.47417,4.1580,0.086933121,0.36957,2026-03-07 02:29:00,-1.97161,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,4497,00:11:30,13:52:08,-0.47417,4.1539,0.090884559,0.38599,2026-03-07 02:29:30,-1.96963,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,4498,00:12:00,13:52:38,-0.47417,4.1498,0.094835989,0.40240,2026-03-07 02:30:00,-1.96773,0.0000,26.80,25.17,0.0000,0.0000,0.0000,0.0000,26.80,25.17,25.99,1.63
,,4499,00:12:30,13:53:08,-0.47417,4.1456,0.098787427,0.41879,2026-03-07 02:30:30,-1.96571,0.0000,26.80,25.54,0.0000,0.0000,0.0000,0.0000,26.80,25.54,26.17,1.26
,,4500,00:13:00,13:53:38,-0.47417,4.1415,0.102738850,0.43516,2026-03-07 02:31:00,-1.96379,0.0000,26.80,25.54,0.0000,0.0000,0.0000,0.0000,26.80,25.54,26.17,1.26
,,4501,00:13:30,13:54:08,-0.47417,4.1374,0.106690288,0.45152,2026-03-07 02:31:30,-1.96183,0.0000,26.80,25.17,0.0000,0.0000,0.0000,0.0000,26.80,25.17,25.99,1.63
,,4502,00:14:00,13:54:38,-0.47416,4.1333,0.110641703,0.46786,2026-03-07 02:32:00,-1.95984,0.0000,26.80,25.54,0.0000,0.0000,0.0000,0.0000,26.80,25.54,26.17,1.26
,,4503,00:14:30,13:55:08,-0.47417,4.1292,0.114593118,0.48418,2026-03-07 02:32:30,-1.95796,0.0000,26.80,25.54,0.0000,0.0000,0.0000,0.0000,26.80,25.54,26.17,1.26
,,4504,00:15:00,13:55:38,-0.47417,4.1251,0.118544541,0.50049,2026-03-07 02:33:00,-1.95600,0.0000,26.80,25.36,0.0000,0.0000,0.0000,0.0000,26.80,25.36,26.08,1.44
,,4505,00:15:30,13:56:08,-0.47418,4.1212,0.122495972,0.51678,2026-03-07 02:33:30,-1.95416,0.0000,26.80,25.36,0.0000,0.0000,0.0000,0.0000,26.80,25.36,26.08,1.44
,,4506,00:16:00,13:56:38,-0.47418,4.1171,0.126447424,0.53306,2026-03-07 02:34:00,-1.95224,0.0000,26.80,25.36,0.0000,0.0000,0.0000,0.0000,26.80,25.36,26.08,1.44
,,4507,00:16:30,13:57:08,-0.47417,4.1130,0.130398870,0.54932,2026-03-07 02:34:30,-1.95026,0.0000,26.80,25.54,0.0000,0.0000,0.0000,0.0000,26.80,25.54,26.17,1.26
,,4508,00:17:00,13:57:38,-0.47417,4.1088,0.134350300,0.56556,2026-03-07 02:35:00,-1.94828,0.0000,26.80,25.54,0.0000,0.0000,0.0000,0.0000,26.80,25.54,26.17,1.26
,,4509,00:17:08,13:57:46,-0.47417,4.1076,0.135483041,0.57021,2026-03-07 02:35:09,-1.94771,0.0000,26.80,25.36,0.0000,0.0000,0.0000,0.0000,26.80,25.36,26.08,1.44
,,4510,00:17:30,13:58:08,-0.47417,4.1049,0.138301715,0.58179,2026-03-07 02:35:30,-1.94641,0.0000,26.80,25.17,0.0000,0.0000,0.0000,0.0000,26.80,25.17,25.99,1.63
,,4511,00:18:00,13:58:38,-0.47417,4.1007,0.142253131,0.59800,2026-03-07 02:36:00,-1.94443,0.0000,26.80,25.17,0.0000,0.0000,0.0000,0.0000,26.80,25.17,25.99,1.63
,,4512,00:18:30,13:59:08,-0.47417,4.0965,0.146204561,0.61419,2026-03-07 02:36:30,-1.94246,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4513,00:19:00,13:59:38,-0.47417,4.0924,0.150155991,0.63037,2026-03-07 02:37:00,-1.94051,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4514,00:19:30,14:00:08,-0.47417,4.0882,0.154107422,0.64654,2026-03-07 02:37:30,-1.93853,0.0000,26.71,25.17,0.0000,0.0000,0.0000,0.0000,26.71,25.17,25.94,1.54
,,4515,00:20:00,14:00:38,-0.47417,4.0840,0.158058852,0.66268,2026-03-07 02:38:00,-1.93652,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4516,00:20:30,14:01:08,-0.47418,4.0799,0.162010282,0.67881,2026-03-07 02:38:30,-1.93460,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4517,00:21:00,14:01:38,-0.47417,4.0756,0.165961742,0.69492,2026-03-07 02:39:00,-1.93256,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4518,00:21:30,14:02:08,-0.47418,4.0715,0.169913188,0.71102,2026-03-07 02:39:30,-1.93059,0.0000,26.71,25.17,0.0000,0.0000,0.0000,0.0000,26.71,25.17,25.94,1.54
,,4519,00:22:00,14:02:38,-0.47417,4.0672,0.173864648,0.72710,2026-03-07 02:40:00,-1.92856,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4520,00:22:30,14:03:08,-0.47418,4.0630,0.177816093,0.74316,2026-03-07 02:40:30,-1.92657,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4521,00:23:00,14:03:38,-0.47417,4.0586,0.181767553,0.75921,2026-03-07 02:41:00,-1.92450,0.0000,26.88,25.36,0.0000,0.0000,0.0000,0.0000,26.88,25.36,26.12,1.52
,,4522,00:23:30,14:04:08,-0.47417,4.0543,0.185718998,0.77524,2026-03-07 02:41:30,-1.92240,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4523,00:24:00,14:04:38,-0.47418,4.0500,0.189670429,0.79125,2026-03-07 02:42:00,-1.92040,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4524,00:24:30,14:05:08,-0.47418,4.0456,0.193621859,0.80725,2026-03-07 02:42:30,-1.91833,0.0000,26.88,25.36,0.0000,0.0000,0.0000,0.0000,26.88,25.36,26.12,1.52
,,4525,00:25:00,14:05:38,-0.47417,4.0412,0.197573274,0.82322,2026-03-07 02:43:00,-1.91621,0.0000,26.88,25.36,0.0000,0.0000,0.0000,0.0000,26.88,25.36,26.12,1.52
,,4526,00:25:30,14:06:08,-0.47417,4.0369,0.201524705,0.83918,2026-03-07 02:43:30,-1.91418,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,4527,00:26:00,14:06:38,-0.47417,4.0323,0.205476135,0.85512,2026-03-07 02:44:00,-1.91202,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,4528,00:26:30,14:07:08,-0.47417,4.0277,0.209427580,0.87105,2026-03-07 02:44:30,-1.90983,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4529,00:27:00,14:07:38,-0.47417,4.0232,0.213379011,0.88696,2026-03-07 02:45:00,-1.90770,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4530,00:27:30,14:08:08,-0.47416,4.0187,0.217330441,0.90284,2026-03-07 02:45:30,-1.90550,0.0000,26.71,25.36,0.0000,0.0000,0.0000,0.0000,26.71,25.36,26.03,1.35
,,4531,00:28:00,14:08:38,-0.47417,4.0140,0.221281886,0.91871,2026-03-07 02:46:00,-1.90328,0.0000,26.88,25.36,0.0000,0.0000,0.0000,0.0000,26.88,25.36,26.12,1.52
,,4532,00:28:30,14:09:08,-0.47418,4.0093,0.225233331,0.93457,2026-03-07 02:46:30,-1.90113,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,4533,00:28:40,14:09:18,-0.47418,4.0076,0.226603165,0.94006,2026-03-07 02:46:41,-1.90034,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,4534,00:29:00,14:09:38,-0.47417,4.0045,0.229184762,0.95040,2026-03-07 02:47:00,-1.89882,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,4535,00:29:30,14:10:08,-0.47417,3.9995,0.233136207,0.96621,2026-03-07 02:47:30,-1.89647,0.0000,26.88,25.36,0.0000,0.0000,0.0000,0.0000,26.88,25.36,26.12,1.52
,,4536,00:30:00,14:10:38,-0.47417,3.9947,0.237087667,0.98201,2026-03-07 02:48:00,-1.89417,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,4537,00:30:30,14:11:08,-0.47417,3.9896,0.241039097,0.99778,2026-03-07 02:48:30,-1.89173,0.0000,26.88,25.54,0.0000,0.0000,0.0000,0.0000,26.88,25.54,26.21,1.34
,,4538,00:31:00,14:11:38,-0.47417,3.9844,0.244990513,1.01354,2026-03-07 02:49:00,-1.88928,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4539,00:31:30,14:12:08,-0.47417,3.9791,0.248941943,1.02927,2026-03-07 02:49:30,-1.88679,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4540,00:32:00,14:12:38,-0.47418,3.9738,0.252893388,1.04498,2026-03-07 02:50:00,-1.88429,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4541,00:32:30,14:13:08,-0.47417,3.9683,0.256844848,1.06067,2026-03-07 02:50:30,-1.88166,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4542,00:33:00,14:13:38,-0.47417,3.9626,0.260796279,1.07634,2026-03-07 02:51:00,-1.87895,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4543,00:33:30,14:14:08,-0.47417,3.9568,0.264747709,1.09199,2026-03-07 02:51:30,-1.87618,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,4544,00:34:00,14:14:38,-0.47417,3.9509,0.268699139,1.10761,2026-03-07 02:52:00,-1.87338,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4545,00:34:30,14:15:08,-0.47417,3.9447,0.272650570,1.12321,2026-03-07 02:52:30,-1.87045,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4546,00:35:00,14:15:38,-0.47417,3.9384,0.276602000,1.13879,2026-03-07 02:53:00,-1.86748,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4547,00:35:30,14:16:08,-0.47417,3.9319,0.280553430,1.15434,2026-03-07 02:53:30,-1.86438,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4548,00:36:00,14:16:38,-0.47418,3.9252,0.284504861,1.16986,2026-03-07 02:54:00,-1.86123,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4549,00:36:30,14:17:08,-0.47417,3.9182,0.288456291,1.18536,2026-03-07 02:54:30,-1.85792,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4550,00:37:00,14:17:38,-0.47417,3.9111,0.292407721,1.20082,2026-03-07 02:55:00,-1.85452,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4551,00:37:14,14:17:52,-0.47417,3.9076,0.294264913,1.20808,2026-03-07 02:55:14,-1.85286,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4552,00:37:30,14:18:08,-0.47417,3.9037,0.296359181,1.21626,2026-03-07 02:55:30,-1.85101,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4553,00:37:44,14:18:22,-0.47417,3.9000,0.298216343,1.22351,2026-03-07 02:55:44,-1.84925,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,5,41,Rest,00:05:00,0.00000,0.00000,3.9604,4.1524,0.0000,0.0000,26.78,26.78,25.17,25.54
,,4554,00:00:00,14:18:22,0.00000,3.9604,0.000000000,0.00000,2026-03-07 02:55:44,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4555,00:00:02,14:18:24,0.00000,3.9859,0.000000000,0.00000,2026-03-07 02:55:46,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4556,00:00:04,14:18:26,0.00000,3.9975,0.000000000,0.00000,2026-03-07 02:55:48,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4557,00:00:06,14:18:28,0.00000,4.0059,0.000000000,0.00000,2026-03-07 02:55:50,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4558,00:00:08,14:18:30,0.00000,4.0126,0.000000000,0.00000,2026-03-07 02:55:52,0.00000,0.0000,26.97,25.36,0.0000,0.0000,0.0000,0.0000,26.97,25.36,26.17,1.61
,,4559,00:00:10,14:18:32,0.00000,4.0182,0.000000000,0.00000,2026-03-07 02:55:54,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4560,00:00:12,14:18:34,0.00000,4.0231,0.000000000,0.00000,2026-03-07 02:55:56,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4561,00:00:14,14:18:36,0.00000,4.0274,0.000000000,0.00000,2026-03-07 02:55:58,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4562,00:00:16,14:18:38,0.00000,4.0312,0.000000000,0.00000,2026-03-07 02:56:00,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4563,00:00:18,14:18:40,0.00000,4.0348,0.000000000,0.00000,2026-03-07 02:56:02,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4564,00:00:20,14:18:42,0.00000,4.0381,0.000000000,0.00000,2026-03-07 02:56:04,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4565,00:00:22,14:18:44,0.00000,4.0411,0.000000000,0.00000,2026-03-07 02:56:06,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4566,00:00:24,14:18:46,0.00000,4.0441,0.000000000,0.00000,2026-03-07 02:56:08,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4567,00:00:26,14:18:48,0.00000,4.0468,0.000000000,0.00000,2026-03-07 02:56:10,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4568,00:00:28,14:18:50,0.00000,4.0494,0.000000000,0.00000,2026-03-07 02:56:12,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4569,00:00:30,14:18:52,0.00000,4.0518,0.000000000,0.00000,2026-03-07 02:56:14,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4570,00:00:32,14:18:54,0.00000,4.0542,0.000000000,0.00000,2026-03-07 02:56:16,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4571,00:00:34,14:18:56,0.00000,4.0564,0.000000000,0.00000,2026-03-07 02:56:18,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4572,00:00:36,14:18:58,0.00000,4.0586,0.000000000,0.00000,2026-03-07 02:56:20,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4573,00:00:37,14:19:00,0.00000,4.0605,0.000000000,0.00000,2026-03-07 02:56:22,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4574,00:00:38,14:19:00,0.00000,4.0607,0.000000000,0.00000,2026-03-07 02:56:22,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4575,00:00:40,14:19:02,0.00000,4.0627,0.000000000,0.00000,2026-03-07 02:56:24,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4576,00:00:42,14:19:04,0.00000,4.0645,0.000000000,0.00000,2026-03-07 02:56:26,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4577,00:00:44,14:19:06,0.00000,4.0664,0.000000000,0.00000,2026-03-07 02:56:28,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4578,00:00:46,14:19:08,0.00000,4.0682,0.000000000,0.00000,2026-03-07 02:56:30,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4579,00:00:48,14:19:10,0.00000,4.0700,0.000000000,0.00000,2026-03-07 02:56:32,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4580,00:00:50,14:19:12,0.00000,4.0716,0.000000000,0.00000,2026-03-07 02:56:34,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4581,00:00:52,14:19:14,0.00000,4.0732,0.000000000,0.00000,2026-03-07 02:56:36,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4582,00:00:54,14:19:16,0.00000,4.0749,0.000000000,0.00000,2026-03-07 02:56:38,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4583,00:00:56,14:19:18,0.00000,4.0764,0.000000000,0.00000,2026-03-07 02:56:40,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4584,00:00:58,14:19:20,0.00000,4.0779,0.000000000,0.00000,2026-03-07 02:56:42,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4585,00:01:00,14:19:22,0.00000,4.0793,0.000000000,0.00000,2026-03-07 02:56:44,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4586,00:01:02,14:19:24,0.00000,4.0808,0.000000000,0.00000,2026-03-07 02:56:46,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4587,00:01:04,14:19:26,0.00000,4.0822,0.000000000,0.00000,2026-03-07 02:56:48,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4588,00:01:06,14:19:28,0.00000,4.0836,0.000000000,0.00000,2026-03-07 02:56:50,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4589,00:01:08,14:19:30,0.00000,4.0849,0.000000000,0.00000,2026-03-07 02:56:52,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4590,00:01:10,14:19:32,0.00000,4.0861,0.000000000,0.00000,2026-03-07 02:56:54,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4591,00:01:12,14:19:34,0.00000,4.0876,0.000000000,0.00000,2026-03-07 02:56:56,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,4592,00:01:14,14:19:36,0.00000,4.0888,0.000000000,0.00000,2026-03-07 02:56:58,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4593,00:01:16,14:19:38,0.00000,4.0899,0.000000000,0.00000,2026-03-07 02:57:00,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4594,00:01:18,14:19:40,0.00000,4.0911,0.000000000,0.00000,2026-03-07 02:57:02,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,4595,00:01:20,14:19:42,0.00000,4.0923,0.000000000,0.00000,2026-03-07 02:57:04,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4596,00:01:22,14:19:44,0.00000,4.0934,0.000000000,0.00000,2026-03-07 02:57:06,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4597,00:01:24,14:19:46,0.00000,4.0945,0.000000000,0.00000,2026-03-07 02:57:08,0.00000,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,4598,00:01:26,14:19:48,0.00000,4.0956,0.000000000,0.00000,2026-03-07 02:57:10,0.00000,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
